,binder_pdf_scan_page,year,month,day,time_start,time_end,age,sex,lek_name,observer,capture_technique,left_tag_color,left_tag_number,left_tag_code,right_tag_color,right_tag_number,right_tag_code,wygf_leg_band,dominance,weight_bird_and_bag_kg,weight_bag_kg,weight_bird_kg,total_length_mm,tail_length_mm,num_tail_feathers,head_length_mm,wing_length_mm,bill_length_mm,bill_depth_mm,keel_length_mm,comb_length_mm,tarsus_length_mm,toe_length_mm,air_sac_color,comb_color,lice_back_of_head,num_lice_on_comb,num_lice_on_air_sac_left,num_lice_on_air_sac_right,total_num_lice_on_air_sacs,lice_ID_ifpresent,hematomas_combs,num_hematomas_on_comb_left,num_hematomas_on_comb_right,total_num_hematomas_on_combs,hematomas_comb_comments,hematomas_air_sacs,num_hematomas_on_air_sac_left,num_hematomas_on_air_sac_right,total_num_hematomas_on_air_sacs,hematomas_air_sacs_comments,hematoma_group,hematomas_applied,cut_feathers,collect,labelled,samples_collected_blood,blood_smear,blood_tryps,blood_malaria,blood_leuco,blood_haema,samples_collected_fecal,fecal_samples_mites,fecal_samples_spores,fecal_samples_coccidia,fecal_samples_comments,samples_collected_ectoparasites,samples_collected_cecal,hematocrit_cells_1,hematocrit_cells_2,hematocrit_plasma_1,hematocrit_plasma_2,hematocrit_total_1,hematocrit_total_2,slide_number,box_number,existing_injuries,handling_injury,stresses_while_handling_describe,comments
401,24,1989,4,17,7:32,NA,NA,male,long_lake,White/Burton/et...,cannon net,blue,950,B950,white,658,W658,NA,NA,3.1,0.4,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bistre yellow,NA,no,0,0,0,0,NA,yes,0,1,1,RIght - 1 small hematoma,no,0,0,0,NA,NA,NA,no,no,no,yes,NA,NA,no,NA,NA,no,NA,NA,NA,NA,no,no,15,15,8,6,23,21,79+80,NA,NA,NA,NA,Measurements taken. Recapture 89.
402,25,1989,4,18,4:07/3:34,3:46/4:14,juven,male,long_lake,White/Carten,spotlight,red white,1406,RW1406,white,1409,W1409,NA,NA,2.8,0.3,2.5,715,275,16,NA,333,36.8,21.4,156,25.12,69,70,yellow,olive yellow,no,0,0,0,0,NA,NA,NA,NA,NA,surround upper edge,NA,NA,NA,NA,5-10 each,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,NA,yes,NA,NA,NA,NA,no,no,5,NA,5,NA,10,NA,87+88,NA,"2 scabs, 1 bruise left air sac",Hematoma,High resp,Put back in bag at 3:46 - really stressed. Needed to cool.
403,26,1989,4,18,3:48,4:00,juven,male,long_lake,White/Carten,spotlight,red yellow,1261,RY1261,yellow,1262,Y1262,NA,NA,2.9,0.4,2.5,699,250,19,NA,305,41.2,26.3,172,25.8,69,70,yellow,olive yellow,yes,0,1,0,1,NA,yes,1,1,2,NA,yes,1,0,1,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,NA,yes,NA,NA,NA,NA,no,no,11,13,9,10.5,20,23.5,91+92,NA,None,no,Moderate - hardy,Tags - red behind left.
404,27,1989,4,22,6:20,6:36,adult,male,long_lake,"White, Heller, Kline, Hobart, Cok",cannon net,red blue,1660,RB1660,blue,1661,B1661,NA,NA,3.1,0.35,2.75,777,312,18,NA,322,41.7,22.1,153,25.3,70,68,bistre yellow,olive yellow,no,0,0,0,0,NA,yes,2,5,7,NA,no,0,0,0,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,NA,yes,NA,NA,NA,NA,no,no,8.5,7,17.5,14,26,24,9+10,NA,None,Hematoma from blood draw,Moderate respiratory,"Air bubble ? 10.5 x 150.1, 150.1 x 10.95"
405,28,1989,4,25,5:08,5:21,juven,male,long_lake,White/Peterson,spotlight,red orange,1353,RO1353,orange,1362,O1362,NA,NA,2.7,0.4,2.3,681,262,16,NA,291,37.2,21.5,165,27.7,66,64,bistre yellow,olive yellow,no,0,0,0,0,NA,yes,5,5,10,NA,no,0,0,0,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,NA,yes,NA,NA,NA,NA,no,no,2,NA,13,NA,15,NA,7+8,NA,Healing cut on left air sac,no,Heavy - resp,"Slide 2 162.2 x 5, only (?) seen, blood clotted, sample 2 of hemocrit"
406,29,1989,4,25,4:51,5:05,juven,male,long_lake,White/Peterson,spotlight,red green,1555,RG1555,green,1556,G1556,NA,NA,2.6,0.35,2.25,678,271,17,NA,310,35.8,21.9,158,24.8,69,68,bistre yellow,olive yellow,no,0,0,0,0,NA,yes,1,0,1,NA,yes,5,0,5,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,NA,yes,NA,NA,NA,NA,no,no,13.5,16,10,11,23.5,27,5+6,NA,Several broken wing feathers,no,NA,BASTARD
407,30,1989,4,27,4:45,5:01,adult,male,long_lake,"West, White, Gracie",spotlight,red white,1429,RW1429,red,1705,R1705,NA,NA,3.2,0.3,2.9,731,287,20,NA,305,39.2,22.9,163,24.9,67,65,bistre yellow,olive yellow,no,0,0,0,0,NA,yes,0,2,2,NA,yes,0,2,2,NA,NA,NA,yes,yes,yes,yes,NA,NA,yes,NA,NA,yes,NA,NA,NA,NA,no,no,19,15,6,11,26,26,21+22,NA,Healing scab on left air sac,Hematoma from blood draw,Slight,"Box 3 #21 (3 infected cells)+22 (1 infected cell), appears to have a low level infection of malaria"
408,31,1989,4,29,2:56,3:08,juven,male,long_lake,White/Szumski/Nickel/Leumgali,spotlight,red green,1557,RG1557,white,1449,W1449,NA,NA,2.9,0.35,2.55,682,255,19,NA,302,38.6,21.65,176,26.25,68,71,bistre yellow,olive yellow,no,0,NA,NA,NA,NA,yes,3,5,8,NA,yes,3,2,5,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,NA,yes,NA,NA,NA,NA,no,no,17,21,12,13,29,34,31+32,NA,Bruise on L air sac,NA,NA,NA
409,32,1989,4,29,4:15,4:30,juven,male,long_lake,Szumski,spotlight,red yellow,1264,RY1264,blue,1622,B1622,NA,NA,2.55,0.35,2.2,661,242,4,NA,323,37.7,22.5,146,25.2,63,68,yellow,olive yellow,no,0,NA,NA,NA,NA,yes,5,2,7,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,NA,yes,NA,NA,NA,NA,no,yes,12,14,9,11,21,25,27+28,NA,"Healed scab on L air sac bruise on right, cut across middle back, gash behind left leg",NA,High stress due to injuries,NA
410,33,1989,4,29,3:28,3:36,adult,male,long_lake,NA,spotlight,green,1066,G1066,orange,705,O705,NA,NA,2.9,0.4,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,0,1,1,2,NA,yes,1,0,1,NA,yes,2,1,3,NA,NA,NA,no,no,no,yes,NA,NA,no,NA,NA,yes,NA,NA,NA,NA,yes,no,19,17,15,15,34,32,19+20,NA,NA,NA,NA,Recap ??
411,34,1989,4,29,3:15,3:25,adult,male,long_lake,NA,spotlight,white,441,W441,purple,552,P552,NA,NA,3.15,0.3,2.85,735,321,18,NA,339,38.1,21.8,182,24.2,70,72,bistre yellow,olive yellow,no,0,0,0,0,NA,yes,0,1,1,NA,yes,1,3,4,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,NA,yes,NA,NA,NA,NA,no,no,12,17.5,8,11.5,20,29,17+18,NA,Bruise L air sac,NA,NA,Recap 68
412,35,1989,4,29,4:00,4:11,adult,male,long_lake,Szumski,spotlight,red orange,1663,RO1663,blue,1378,B1378,NA,NA,3.05,0.3,2.75,738,331,19,NA,313,39.9,22.9,173,25.1,70,72,bistre yellow,olive yellow,no,0,NA,NA,NA,NA,yes,2,0,2,NA,yes,6,2,8,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,NA,yes,NA,NA,NA,NA,no,no,17,19,12,14,29,33,37+38,NA,"Bruise , scab right air sac",NA,NA,No apparent infection? Slide 1: 16 x 127.1
413,36,1989,4,29,3:40,3:59,adult,male,long_lake,NA,spotlight,red white,1437,RW1437,yellow,1265,Y1265,NA,NA,3.2,0.4,2.8,772,344,20,NA,322,41.5,23.05,162,27.4,71,68,bistre yellow,olive yellow,no,NA,NA,NA,NA,NA,yes,2,4,6,NA,yes,6,2,8,NA,NA,NA,yes,yes,no,yes,NA,NA,yes,NA,NA,yes,NA,NA,NA,NA,no,no,14,16.5,12,15.5,26,30,23+24,NA,"Abrasion on R air sac, healed scabs on L air sac",NA,NA,Light malarial infection. Slide 2: 15 x 155; 15 x 154.2; 15 x 160; 15 x 162.1. Not found again
414,37,1989,4,1,4:27,NA,adult,female,long_lake,White/Hutchinson,spotlight,white,676,W676,orange,719,O719,NA,NA,2,0.3,1.7,568,223,NA,NA,275,34.1,21.05,128,NA,54,55,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,NA,yes,NA,NA,NA,NA,no,no,17,10,15,11,32,21,73+74,NA,None,no,NA,NA
415,38,1989,3,23,3:51,4:07,adult,male,long_lake,White,spotlight,blue,950,B950,white,658,W658,NA,NA,3.25,0.35,2.9,756,334,17,NA,336,40.95,23.15,149,23.6,65,69,chrome yellow,olive yellow,no,0,0,0,0,NA,no,0,0,0,NA,no,0,0,0,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,NA,yes,NA,NA,NA,NA,no,no,14,19,11,9,25,28,19+20,NA,None,None,Minimal,NA
416,1,1989,3,26,2:51,3:13,adult,male,north,White/Wendatt,spotlight,white,660,W660,yellow,1113,Y1113,NA,NA,3.1,0.35,2.75,740,336,20,NA,327,39.75,21.5,182,24.5,70,74,chrome yellow,olive yellow,no,0,NA,NA,NA,NA,no,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,no,11,NA,7,NA,18,NA,NA,NA,None,NA,Very stressed - heavy breathing,Slide 21 11.5 x 142.5. Respiratory distress - very uptight bird. Put outside at 3:02 to calm down. Brought back in at 03.
417,2,1989,3,27,3:30,3:50,adult,male,north,White/Smith,spotlight,yellow,1115,Y1115,red,879,R879,NA,NA,3.3,0.3,3,721,325,14,NA,332,39.25,29.65,161,25.4,65,68,yellow,bistre yellow,no,0,0,0,0,NA,no,0,0,0,NA,no,0,0,0,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,no,5,4,13,14,18,18,NA,NA,None,None,"Slight - closed eyes, heavy breathing at very end",NA
418,3,1989,3,27,4:23,4:39,adult,male,north,White/Smith,spotlight,orange,790,O790,blue,944,B944,NA,NA,3.2,0.3,2.9,731,326,18,NA,328,41.6,21,142,24.2,69,71,olive yellow,olive yellow,no,0,NA,NA,NA,NA,no,0,0,0,NA,no,0,0,0,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,no,12,11,5,7,17,18,NA,NA,None,None,Slight,NA
419,4,1989,4,7,3:45,4:01,adult,male,north,White/Burton,spotlight,red,1715,R1715,green,1598,G1598,NA,NA,3.2,0.3,2.9,726,322,17,NA,307,36.6,21.9,187,25.5,64,65,bistre yellow,yellow olive,no,0,0,0,0,NA,no,0,0,0,NA,NA,NA,NA,NA,Some from feathers,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,no,15,NA,14,NA,29,NA,NA,NA,"Scab on rt comb, large scabs on each air sac and some smaller, some bruising",NA,NA,"#2 12.5 x 168.9, 9.9 x 170.1. Attempted to collected sperm sample. Appears to 3 (?) - alongside an oblong illustration of what appears to be an eye or air sac. Master cock??"
420,5,1989,4,21,7:39,7:56,juven,male,north,White/Wagner,cannon net,yellow,1251,Y1251,yellow,1260,Y1260,NA,NA,2.7,0.35,2.35,682,231,20,NA,321,37.2,21,160,23.9,68,69,bistre yellow,chrome yellow,no,0,0,0,0,NA,NA,NA,NA,NA,"Upper edge on both, tons of hematomas",no,0,0,0,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,no,16,18,9,9,25,29,NA,NA,NA,NA,Moderate resp,NA
421,6,1989,4,30,2:28,2:53,juven,male,north,White/Prigges/True/Youmans,spotlight,green,1560,G1560,blue,1620,B1620,NA,NA,2.8,0.3,2.5,711,275,13,NA,332,40.3,21.75,162,25.3,70,73,yellow,olive yellow,no,0,0,0,0,NA,yes,3,1,4,NA,yes,9,9,18,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,no,18,15,12,10,30,25,NA,NA,Some tail feathers broken,NA,NA,NA
422,7,1989,4,30,3:11,3:18,NA,male,north,White/True/Prigges/Youmans,spotlight,white,660,W660,yellow,1113,Y1113,NA,NA,3,0.3,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bistre yellow,olive yellow,no,0,0,0,0,NA,no,0,0,0,NA,no,0,0,0,NA,NA,NA,no,no,no,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,no,8,8,6,7,14,15,NA,NA,"Bruise rt airsac, cut underside rt wing, probably from handling",NA,NA,RECAP 89
423,8,1989,4,30,2:56,3:08,adult,male,north,White/Driggers/True/Youmans,spotlight,red,1752,R1752,blue,1624,B1624,NA,NA,3.7,0.38,3.32,776,325,19,NA,395,39.3,25.3,157,28.1,66,68,yellow,olive yellow,no,0,0,0,0,NA,no,0,0,0,NA,yes,10,13,23,NA,NA,NA,yes,yes,no,yes,NA,NA,yes,NA,NA,yes,NA,NA,NA,NA,no,no,16,21,11,15,27,36,NA,NA,Missing keel/base feathers,NA,NA,"Slide box 3 #2 6.95 x 172.1. Appears to be other forms of parasites - mostly malaria ?? Haemoproteus?? #2 19 x 173.8. Drawing of eye or air sac in right margin of page. In reference to bill length, ""Jen 2006 notes that this is exceptionally long""."
424,9,1989,4,30,3:20,3:32,adult,female,north,White/Driggers/True/Youmans,spotlight,blue,1603,B1603,blue,1604,B1604,NA,NA,1.9,0.4,1.5,517,181,NA,NA,271,37.1,19.5,142,NA,54,56,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,no,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,no,19,16,16,11,35,37,NA,NA,Lost all feathers from left flank,NA,NA,NA
425,10,1989,4,7,4:04,4:15,adult,female,north,White/Burton,spotlight,yellow,1240,Y1240,yellow,1244,Y1244,NA,NA,1.95,0.35,1.6,542,241,NA,NA,255,32.5,18.6,119,NA,54,55,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,NA,yes,NA,NA,NA,NA,no,no,12,15.5,11,14,23,29.5,NA,NA,NA,NA,NA,No malaria but high WBC especially eosinphils. Age uncertain
426,1,1989,4,22,6:52,7:05,adult,male,viewpoint,White/Salloyd/Koeppen/Paslifan,NA,blue,1673,B1673,yellow,1258,Y1258,NA,NA,3.05,0.3,2.75,748,327,20,NA,325,40,20.75,141,25.5,68,68,bistre yellow,olive yellow,no,0,0,0,0,NA,yes,5,3,8,NA,yes,0,2,2,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,NA,yes,NA,NA,NA,NA,no,no,15,16,19,12,26,28,11+12,NA,2 scabs left air sac,NA,Moderate,"Found dead 22 May 89, Eagle kill"
427,2,1989,4,22,6:38,6:50,adult,male,viewpoint,White/Salloyd/Koeppen/Paslifan,cannon net,white,1510,W1510,red,1701,R1701,NA,NA,3,0.35,2.65,777,346,19,NA,323,40.9,21.95,164,25.3,66,67,bistre yellow,yellow olive,no,0,0,0,0,NA,yes,0,1,1,NA,yes,0,1,1,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,NA,yes,NA,NA,NA,NA,no,no,14,10,9,7,23,17,13+14,NA,Scab on R air sac; 2 scars on L air sac,Hematoma,Slight,NA
428,3,1989,4,22,6:21,6:34,adult,male,viewpoint,NA,cannon net,orange,1361,O1361,blue,1672,B1672,NA,NA,3.1,0.35,2.75,776,331,17,NA,307,40.6,24.3,152,25.5,67,65,bistre yellow,olive yellow,no,0,0,0,0,NA,yes,2,6,8,NA,yes,0,2,2,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,NA,yes,NA,NA,NA,NA,no,no,13,18,4,6,17,24,15+16,NA,Fresh cut center chest,Hematoma from blood draw,High respiratory,NA
429,4,1989,4,4,2:31,2:48,adult,male,viewpoint,White/Kennedy,spotlight,yellow,1241,Y1241,yellow,1242,Y1242,NA,NA,3.4,0.5,2.9,704,305,20,NA,307,40.6,20.7,144,25.9,63,64,bistre yellow,olive yellow,no,0,0,0,0,NA,no,0,0,0,NA,no,0,0,0,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,NA,yes,NA,NA,NA,NA,no,no,18,14,14.5,12,32.5,26,65+66,NA,NA,NA,Slight,NA
430,5,1989,4,3,4:37,4:45,adult,male,viewpoint,White/Boyce,spotlight,white,670,W670,white,671,W671,NA,NA,3.4,0.4,3,740,282,17,NA,330,41.5,24.7,174,27.65,67,69,yellow,olive yellow,no,0,NA,NA,NA,NA,NA,NA,NA,NA,Some on edge,yes,0,3,3,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,NA,yes,NA,NA,NA,NA,no,no,11,9,11,9,22,18,79+78,NA,NA,NA,NA,OBNOXIOUS!
431,6,1989,4,11,2:44,2:51,adult,male,viewpoint,White/Valenzuela,spotlight,white,670,W670,white,671,W671,NA,NA,3.25,0.35,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,0,0,0,0,NA,NA,NA,NA,NA,"Upper edge right, 2 left",yes,0,1,1,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,NA,yes,NA,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(?) blood smear, no malaria, RECAP 89"
432,7,1989,4,11,4:10,4:20,adult,male,viewpoint,White/Valenzuela,spotlight,orange,1315,O1315,white,1448,W1448,NA,NA,3.3,0.35,2.95,732,347,18,NA,321,41.6,22.9,157,24.8,64,66,bistre yellow,yellow olive,no,0,0,0,0,NA,no,0,0,0,NA,yes,5,5,10,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,NA,yes,NA,NA,NA,NA,no,no,15.5,16,12,13,27.5,29,NA,NA,NA,NA,NA,NA
433,8,1989,4,11,3:18,3:32,adult,male,viewpoint,White/Valenzuela,spotlight,white,1438,W1438,blue,1657,B1657,NA,NA,3.35,0.37,2.98,762,321,19,NA,321,38.4,21.8,153,24.05,69,71,yellow,olive yellow,yes,0,0,0,0,NA,no,0,0,0,NA,no,0,0,0,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,NA,yes,NA,NA,NA,NA,no,no,10,11,9,10,19,21,NA,NA,NA,NA,NA,NA
434,9,1989,4,11,3:00,3:16,adult,male,viewpoint,White/Valenzuela,spotlight,green,1580,G1580,blue,1662,B1662,NA,NA,3.3,0.3,3,750,320,19,NA,320,40.5,26.55,164,24.05,68,69,bistre yellow,olive yellow,no,0,0,0,0,NA,no,0,0,0,NA,NA,NA,NA,NA,15 - 20 each,NA,NA,yes,yes,yes,yes,NA,NA,maybe,NA,maybe,yes,NA,NA,NA,NA,no,no,9,9,9,11,18,20,NA,NA,Bruise left air sac,NA,NA,NA
435,10,1989,4,3,4:17,4:30,adult,male,viewpoint,White/Boyce,spotlight,blue,1654,B1654,blue,1655,B1655,NA,NA,3.3,0.35,2.95,736,312,17,NA,330,40.1,22.7,149,28.1,65,66,bistre yellow,yellow olive,no,0,0,0,0,NA,no,0,0,0,NA,yes,5,0,5,NA,NA,NA,yes,yes,yes,yes,NA,NA,maybe,NA,maybe,yes,NA,NA,NA,NA,no,no,18,15,16,14,34,39,75+76,NA,NA,NA,NA,"Slide 1 10.2 x 153.6, Slide 2 8.2 x 152.05; 8.2 x 151.3, light malarial infection"
436,11,1989,4,3,4:48,5:00,NA,male,viewpoint,White/Boyce,spotlight,orange,1316,O1316,orange,1324,O1324,NA,NA,3.2,0.35,2.85,781,306,19,NA,325,37.4,21.5,160,27.6,65,65,bistre yellow,olive yellow,no,0,0,0,0,NA,NA,NA,NA,NA,Along upper edge,no,0,0,0,NA,NA,NA,yes,yes,yes,yes,NA,NA,yes,NA,NA,yes,NA,NA,NA,NA,no,no,8,15,7,14,15,29,81+82,NA,Bruise left air sac,NA,NA,Slide 2 8.1 x 147.9; 2.0 x 152.0  (8 infected cell sin 1 long ? - written under an illustration of an infected cell). Haematozoan infection. Diagram on page shows infected cell.
437,12,1989,4,4,2:52,3:08,adult,male,viewpoint,White/Kennedy,spotlight,green,1587,G1587,orange,1325,O1325,NA,NA,3.1,NA,NA,703,293,18,NA,311,39.2,22.1,156,25.9,67,71,chrome yellow,olive yellow,no,0,0,0,0,NA,no,0,0,0,NA,no,0,0,0,NA,NA,NA,yes,yes,yes,yes,NA,NA,yes,NA,NA,yes,NA,NA,NA,NA,no,no,18,15,17,13,35,28,83+84,NA,NA,NA,Moderate (resp),Slide 2 8.1 x 152.2. Slide 1 148.05 x 8.1; 150.1 x 8.1; 5.0 x 144.6. Hematogoan infection. Slide ? 7 cells infected in 1 western? slice
438,13,1989,4,11,3:34,3:44,juven,female,viewpoint,White/Valenzuela,spotlight,yellow,1230,Y1230,yellow,1226,Y1226,NA,NA,2,0.4,1.6,567,216,NA,NA,275,31.9,17.1,115,NA,51,54,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,NA,yes,NA,NA,NA,NA,no,no,7,8.5,5.5,5,12.5,13.5,NA,NA,NA,NA,NA,NA
439,1,1989,3,28,1:20,1:50,adult,male,mud_springs,White/Baumchen/Burton,spotlight,red,845,R845,blue,947,B947,NA,NA,3.45,0.4,3.05,737,344,18,NA,321,40.5,24.3,151,25,68,67,bistre yellow,olive yellow,no,0,NA,NA,2,NA,yes,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,no,yes,NA,NA,NA,NA,no,no,21,18,12,10,33,28,1+2,NA,NA,NA,Minimal,Attempted to collect sperm sample. Box 2. No hematozoans
440,2,1989,3,28,3:31,3:47,adult,male,mud_springs,White/Burton,spotlight,red,899,R899,green,1065,G1065,NA,NA,3.25,0.35,2.9,728,329,16,NA,326,42.9,22.1,142,25.25,71,68,bistre yellow,olive yellow,no,0,0,0,0,NA,NA,0,NA,NA,"Lots - R, 0L",no,0,0,0,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,no,yes,NA,NA,NA,NA,no,no,12,10,19,13,31,23,3+4,NA,bruise - upper right air sac,NA,Minimal,Attempted to collect sperm sample. Box 2No hematozoans.
441,3,1989,3,28,3:51,4:07,adult,male,mud_springs,White/Burton,spotlight,blue,987,B987,blue,981,B981,NA,NA,3.3,0.35,2.95,707,330,14,NA,322,41.2,22.1,154,23.65,72,71,yellow,greenish yellow,no,0,0,0,0,NA,no,0,0,0,NA,no,0,0,0,NA,NA,NA,yes,yes,yes,yes,NA,NA,yes,NA,no,yes,NA,NA,NA,NA,no,no,18,NA,12,NA,30,NA,13+14,NA,NA,NA,Moderate,"Recapture from 1988. Attempted to collect sperm sample. Box 2. No hematozoan, has malaria."
442,4,1989,3,28,3:08,3:28,juven,male,mud_springs,White/Burton,spotlight,red,846,R846,white,675,W675,NA,NA,2.65,0.4,2.25,640,240,17,NA,300,37.9,16.95,160,14,70,66,bistre yellow,greenish yellow,no,0,1,0,1,NA,no,0,0,0,NA,yes,1,1,2,NA,NA,NA,yes,yes,yes,yes,NA,NA,maybe,NA,maybe,yes,NA,NA,NA,NA,no,no,9,8,7,8,16,16,17+18,NA,NA,NA,Minimum,"Very alert; calm. Attempted to collect sperm sample. 5 infected cells on 1 pass. Box 2, #1 15.6 x 148.3. Has hematozoan."
443,5,1989,4,4,6:50,7:06,adult,male,mud_springs,Ornithology,cannon net,red,113,R113,red,111,R111,NA,NA,3.25,0.5,2.75,751,356,19,NA,331,41.1,21.9,147,28.45,67,64,bistre yellow,bistre yellow,no,0,NA,NA,NA,NA,yes,0,2,2,NA,no,0,0,0,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,no,yes,NA,NA,NA,NA,no,no,9,11.5,6.5,8,15.5,19.5,61+62,NA,Missing toe nail left foot,NA,NA,RECAP 87. Box 2. No hematozoans.
444,6,1989,4,10,6:45,NA,adult,male,mud_springs,Boyce/Atherton/Burton,.22 magnum,yellow,1167,Y1167,green,1031,G1031,NA,NA,2.6,0,2.6,774.7,301.63,19,NA,314.33,39.41,22.1,136.53,25.65,69.85,61.69,NA,NA,no,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,no,7,8,8,8,15,16,NA,NA,NA,NA,NA,RECAP 88. No sample? recap ?
445,7,1989,4,10,6:45,NA,adult,male,mud_springs,Boyce/Atherton/Burton,.22 mag,NA,NA,NA,NA,NA,,NA,NA,2.7,0,2.7,768.36,342.9,19,NA,317.5,39.6,13.6,152.4,22.6,73.03,76.2,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,NA,NA,no,NA,no,no,NA,NA,NA,NA,no,no,15,11.5,19,15,34,26,97+98,NA,NA,NA,NA,Shot 04-10-1989 by MSB. No hematozoans. Box 2.
446,8,1989,4,13,4:01,4:10,juven,male,mud_springs,White/Wallace/Fox,spotlight,green,1547,G1547,white blue,1608,WB1608,NA,NA,3.25,0.35,2.9,762,320,20,NA,321,37.4,21.5,171,25.2,67,70,bistre yellow,olive yellow,no,0,0,0,0,NA,yes,0,2,2,NA,NA,NA,NA,NA,"15 - 20L, 5 - 10R",NA,NA,yes,yes,yes,yes,NA,NA,no,NA,no,yes,NA,NA,NA,NA,no,no,19,21,9,9,28,30,NA,NA,No,No,moderate,No hematozoans.
447,9,1989,4,13,3:38,3:48,juven,male,mud_springs,White/Wallace/Fox,spotlight,blue,1607,B1607,white yellow,1120,WY1120,NA,NA,3.3,0.4,2.9,558,0,0,NA,315,37.8,22.95,174,25.05,68,68,yellow,olive yellow,no,0,0,0,0,NA,yes,7,2,9,NA,yes,20,25,45,NA,NA,NA,yes,yes,yes,yes,NA,NA,maybe,NA,maybe,yes,NA,NA,NA,NA,no,no,10,10,10,11.5,20,21.5,51+52,NA,No,No,Heavy handling stress,"Very light infection. Box 1 slide 1: 11 x 142.5, 11.5 x 148 51 (6 infected cells in 1 pass)+52. Illustration of infected cell in lower right."
448,10,1989,4,13,3:23,3:35,juven,male,mud_springs,White/Fox/Wallace,spotlight,white red,1719,WR1719,white green,1584,WG1584,NA,NA,2.9,0.35,2.55,695,135,18,NA,312,39.95,21.9,131,23.95,65,67,yellow,olive yellow,yes,0,0,0,0,NA,yes,0,7,7,NA,NA,NA,NA,NA,"15/20R, 15/20L",NA,NA,yes,yes,yes,yes,NA,NA,no,NA,no,yes,NA,NA,NA,NA,no,no,21,20,11,11,32,31,NA,NA,No,No,Moderate,No hematozoans. Box 1
